Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
16,2025,Year 9,Secondary (Year 9+),2,European\Pākehā,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
36,2025,Year 10,Secondary (Year 9+),2,Māori,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 10,Secondary (Year 9+),2,Pacific,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 10,Secondary (Year 9+),2,Asian,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
27,2025,Year 10,Secondary (Year 9+),2,European\Pākehā,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
59,2025,Year 11,Secondary (Year 9+),2,Māori,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 11,Secondary (Year 9+),2,Pacific,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 11,Secondary (Year 9+),2,MELAA,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 11,Secondary (Year 9+),2,Other,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
27,2025,Year 11,Secondary (Year 9+),2,European\Pākehā,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
36,2025,Year 12,Secondary (Year 9+),2,Māori,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 12,Secondary (Year 9+),2,Pacific,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
9,2025,Year 12,Secondary (Year 9+),2,European\Pākehā,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
25,2025,Year 13,Secondary (Year 9+),2,Māori,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
4,2025,Year 13,Secondary (Year 9+),2,Pacific,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 13,Secondary (Year 9+),2,Asian,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
4,2025,Year 13,Secondary (Year 9+),2,European\Pākehā,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
434,2025,Total,Total,2,Total,,Taipa Area School,Composite,Composite (Year 1-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
141,2025,Year 9,Secondary (Year 9+),3,Māori,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
19,2025,Year 9,Secondary (Year 9+),3,Pacific,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
5,2025,Year 9,Secondary (Year 9+),3,Asian,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 9,Secondary (Year 9+),3,MELAA,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 9,Secondary (Year 9+),3,Other,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
59,2025,Year 9,Secondary (Year 9+),3,European\Pākehā,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
132,2025,Year 10,Secondary (Year 9+),3,Māori,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
12,2025,Year 10,Secondary (Year 9+),3,Pacific,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
5,2025,Year 10,Secondary (Year 9+),3,Asian,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 10,Secondary (Year 9+),3,MELAA,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 10,Secondary (Year 9+),3,Other,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
75,2025,Year 10,Secondary (Year 9+),3,European\Pākehā,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
135,2025,Year 11,Secondary (Year 9+),3,Māori,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
13,2025,Year 11,Secondary (Year 9+),3,Pacific,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
8,2025,Year 11,Secondary (Year 9+),3,Asian,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 11,Secondary (Year 9+),3,MELAA,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
66,2025,Year 11,Secondary (Year 9+),3,European\Pākehā,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
118,2025,Year 12,Secondary (Year 9+),3,Māori,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
10,2025,Year 12,Secondary (Year 9+),3,Pacific,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
5,2025,Year 12,Secondary (Year 9+),3,Asian,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
2,2025,Year 12,Secondary (Year 9+),3,MELAA,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
1,2025,Year 12,Secondary (Year 9+),3,Other,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
76,2025,Year 12,Secondary (Year 9+),3,European\Pākehā,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
94,2025,Year 13,Secondary (Year 9+),3,Māori,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
15,2025,Year 13,Secondary (Year 9+),3,Pacific,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
5,2025,Year 13,Secondary (Year 9+),3,Asian,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
2,2025,Year 13,Secondary (Year 9+),3,MELAA,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
56,2025,Year 13,Secondary (Year 9+),3,European\Pākehā,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
769,2025,Total,Total,3,Total,,Kaitaia College,Secondary,Secondary (Year 9-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Many,More
18,2025,Year 7,Primary (Year 1-8),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 7,Primary (Year 1-8),4,Pacific,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 7,Primary (Year 1-8),4,Asian,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
3,2025,Year 7,Primary (Year 1-8),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
12,2025,Year 8,Primary (Year 1-8),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 8,Primary (Year 1-8),4,Asian,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 8,Primary (Year 1-8),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
30,2025,Year 9,Secondary (Year 9+),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
2,2025,Year 9,Secondary (Year 9+),4,Pacific,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
3,2025,Year 9,Secondary (Year 9+),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
17,2025,Year 10,Secondary (Year 9+),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
3,2025,Year 10,Secondary (Year 9+),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
13,2025,Year 11,Secondary (Year 9+),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 11,Secondary (Year 9+),4,Pacific,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
4,2025,Year 11,Secondary (Year 9+),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
6,2025,Year 12,Secondary (Year 9+),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
5,2025,Year 12,Secondary (Year 9+),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
3,2025,Year 13,Secondary (Year 9+),4,Māori,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
1,2025,Year 13,Secondary (Year 9+),4,European\Pākehā,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
109,2025,Total,Total,4,Total,,Whangaroa College,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Most,More
62,2025,Year 7,Primary (Year 1-8),5,Māori,,Kerikeri High School,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Average,Moderate
7,2025,Year 7,Primary (Year 1-8),5,Pacific,,Kerikeri High School,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Average,Moderate
7,2025,Year 7,Primary (Year 1-8),5,Asian,,Kerikeri High School,Secondary,Secondary (Year 7-15),State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Tai Tokerau,Northland Region,Far North District,Whangarei,200000,Te Tai Raro,Average,Moderate
